Machine Type,Power Rating (kW),Utilization Rate (%),Production Volume,Batch Size,Shift Timing,Ambient Temperature (°C),Production Time (min),Energy Consumption (kWh)
Molding,30.549521973808552,93.34703846899902,2633,153,Night,19.976361008375772,356.98194114819677,171.51572442302583
Molding,34.49712322699877,98.10734002054947,4866,296,Evening,21.25983578474051,558.3445066045942,311.5924023256395
Molding,42.499803990496815,63.94725499573771,4290,368,Evening,35.2575883926634,903.3476429412881,414.0184547060476
Molding,56.7814851627013,70.92529413808268,3570,110,Day,22.98013231531579,255.97115671072163,164.66166537417325
Molding,40.60244823628949,82.20897785162873,2693,469,Evening,22.37610422573335,776.2083913407573,434.74706986551246
Packaging,44.28463769269469,52.307189931040355,4810,313,Day,35.00563752741203,341.9623749037818,139.291929006649
Assembly,44.51119645210002,45.87182453662727,4505,139,Day,27.231716516571446,204.49111831692974,64.23050220238804
Molding,36.90396844071644,97.52796207101036,4872,332,Day,25.57757300397354,756.509535246392,454.9742307401315
Assembly,23.898785659904863,60.283077385370476,4363,459,Day,27.062106590223184,569.3346271805387,129.6877641544507
Assembly,35.58295493328324,30.11135785610416,2679,94,Night,24.736085465932252,101.46175100305122,15.796931478376479
Molding,33.40211241191245,88.64028089675585,1232,475,Day,20.29420216515348,798.6381430446122,393.45460766510934
Assembly,13.257634692877316,71.976491290376,298,319,Day,31.253046164584998,347.36983847153545,56.32417916490814
Packaging,25.112364017297345,41.79909939042129,501,411,Evening,23.42766012351896,452.4725034857208,80.7565449320529
Packaging,49.762885521973,32.10977852239553,4379,121,Day,22.700180606028383,137.32482833265138,46.32028232282465
Packaging,11.940474801051488,50.40377017292118,3901,425,Night,19.850641456907557,410.9197084283889,31.88853507127886
Molding,45.440011771244485,94.95209668315653,116,101,Evening,30.877342898567658,186.99902926632205,143.9275335261271
Packaging,43.64754820284988,95.34438190249287,4749,230,Evening,25.249637705819882,239.81187871493674,164.31232109524214
Packaging,35.94903613901515,51.770244041148274,3114,356,Day,28.220891661694903,292.3238154080084,84.83591246718797
Packaging,32.7899292465316,88.51516949745016,1144,179,Day,31.935040798896857,176.00778225835793,78.95211073437244
Molding,45.96261201498036,60.9291726279967,1274,97,Day,25.557202830687807,188.39904389503005,87.61221474256286
Packaging,27.173709491986227,75.80413243956161,1939,482,Day,28.165345692921882,507.5286206671861,170.76067079464335
Packaging,13.65446949235507,53.411071310976304,1438,236,Night,30.030639959265987,277.2156510052766,34.228989502072444
Packaging,48.49487017213527,66.11808173896895,739,372,Day,25.50781623056822,345.51084897250075,186.08222719998693
Molding,32.75043695924141,50.56456125852286,557,129,Night,27.87785393170513,305.58518200650917,80.12043070338756
Packaging,36.6155694867207,34.27800536495239,1105,186,Day,24.655225320568118,211.5144372384378,42.07363105661987
Packaging,31.25241747557181,39.756473033407715,1175,152,Evening,29.66922245637627,167.53176192483005,31.24616215517821
Assembly,12.186922879102182,50.34721461312661,905,51,Night,21.148674741534556,76.11171995275268,7.5326562720204375
Assembly,48.10986403970154,98.3377648783291,4580,124,Evening,28.79418249266975,151.65779344105505,130.36187382739965
Packaging,41.70148904457293,97.59705051749941,4782,476,Day,22.97257761037951,475.47521112892787,319.7483930799551
Assembly,15.963915778775796,87.93643397391718,962,270,Evening,29.826636306081923,370.0432208917648,82.88284345682058
Assembly,49.265955051530675,46.275423576726084,3983,319,Day,20.40185404793219,376.51766534815795,144.15539633294853
Assembly,39.47605488686832,60.91214983792758,3259,473,Night,30.85015345145587,514.4815886130348,208.37916731403502
Packaging,28.892866017132356,60.784798694349305,1554,488,Evening,13.040646267726688,472.28517894203054,139.1864854842144
Molding,41.34576271485951,57.08812713727287,2728,301,Evening,28.070637366634205,734.8700010933318,290.06026441307745
Assembly,14.2694672805839,33.141621356282194,1293,364,Day,17.25068114627575,453.7230044331789,36.295322339496046
Assembly,32.41646040062444,67.41691619570224,4861,352,Night,26.00156705232848,408.48493268697024,140.04719571984293
Packaging,12.946442880682376,35.09683944874026,2964,417,Day,19.467932602280293,462.98995025475244,33.04598473955308
Assembly,31.794210284772078,86.13430765025606,2253,467,Day,25.055282932128378,686.210917102319,305.84745223710144
Packaging,32.107827550511416,78.39149999913471,426,432,Night,28.609030253982848,460.11675122276085,193.45255617979566
Packaging,44.977551406429754,54.691590465047426,1993,433,Day,19.355486991660108,475.3646153361596,199.26517041713907
Molding,46.802760013070106,75.29954675487242,4460,213,Night,23.3556256633705,341.2564019690023,196.05910777138965
Assembly,19.9820956886048,46.31259045913687,421,82,Day,8.436935078904305,115.87536710195937,22.76483335828764
Molding,54.64445482501713,48.56750454696427,2463,408,Night,32.55665940334122,733.6212433232564,326.47949093509266
Molding,39.515647912704274,51.98934618477834,4303,240,Night,37.40670832315879,511.4377874891013,171.9743401326875
Assembly,34.25517914296135,85.79081199547309,1928,284,Day,31.253468079143886,307.8928531549854,150.62637012874237
Packaging,16.759254768887132,44.74839427922591,3680,67,Day,23.961149774954972,66.97922218440036,4.179541226526745
Packaging,44.31094383876456,69.3946859240227,2688,455,Night,31.371672424387548,378.1379197246208,195.52466564244148
Molding,56.68632552079411,44.03269800950395,3141,266,Day,26.329654826774572,613.9731236422151,257.3168573716577
Molding,49.199551175755595,49.952619754369046,1650,406,Day,31.664721507240905,746.653994593682,308.80403804372617
Assembly,47.63009810580024,46.4836905090544,337,54,Evening,24.67357606321374,69.51637960919193,19.55564748232136
Assembly,22.091996164893835,75.15032697513001,1132,337,Evening,28.224928492662418,376.2115241547112,103.59239405376064
Molding,53.33372008141301,66.87102611190463,2483,421,Evening,22.272786810800543,821.1201206319929,488.97013080955577
Packaging,29.555725714549702,80.49094021338874,3493,226,Night,15.448426897077386,225.36681780026592,94.16984329854326
Packaging,16.5566881177434,45.39604061330901,2148,469,Night,34.642307668918185,421.4838814044681,50.974018418664436
Assembly,36.75202396133605,30.64039750082261,220,122,Night,33.4251519924438,161.87829232723539,34.22320284373643
Packaging,37.36481082823516,77.63566969912344,3180,319,Day,27.75905709259169,299.07756669397355,132.35699364043205
Molding,25.772376660321125,38.03977709465532,4508,369,Evening,22.472836224109706,762.1407827814955,125.85419875354357
Packaging,11.099733265102802,47.24136570967693,283,81,Night,23.602131188278435,68.27686218675007,10.581373274170634
Assembly,17.993890363422533,51.398030672285586,3831,186,Day,26.001718842540377,253.7451811910808,41.56474823790748
Molding,31.189322288346563,82.27614646036076,1893,158,Day,36.72668838400098,333.0547115360065,149.41683637844014
Packaging,16.702516442394742,73.8124267460199,4964,353,Night,24.423176623618804,329.40345124098263,67.41921440625933
Assembly,17.761197929584167,42.898580556808014,429,357,Evening,21.94640600873257,429.0427905874731,58.506537295257296
Packaging,25.655626575290782,71.85214674338192,2618,158,Evening,19.320495960453655,148.67765906921562,44.49534149059874
Molding,58.16575748681089,79.57035965774284,1142,186,Day,17.221577491396868,441.058840907537,350.29362492089837
Molding,48.683688739567124,57.22280419531201,1403,157,Day,20.671463068119742,269.82062053445924,128.22617790418442
Molding,27.347923258875078,47.21670398194964,4322,81,Night,31.84312252759901,170.1207678521228,32.96030761518224
Assembly,48.06416275674193,77.52879410403526,1452,413,Day,16.30455577985154,610.4127005284714,377.3516968941038
Assembly,35.8258716903493,72.7623840099048,2847,187,Day,26.810702458258877,254.50124314586046,110.76470862399229
Molding,33.86158294272673,35.45385109295741,4211,142,Evening,25.143962993321843,340.0906701963183,71.5786199730505
Assembly,28.732007958205884,76.6675748163628,2800,263,Day,24.072197623571654,350.89906335908057,124.98710433658934
Assembly,26.429778713415676,64.1962552984709,105,118,Night,20.197167597643354,169.40654856105644,44.67895923079987
Packaging,19.319682101837586,82.73582698844092,3858,316,Evening,27.78996248982356,367.52257717086354,93.88357267423606
Assembly,25.46528768854823,43.35022793158788,2162,235,Evening,25.71751365624412,324.19883423902394,63.683024240510164
Packaging,31.115855361735704,48.07514925309635,1763,333,Evening,28.69251173173729,290.5558714538151,72.43537916334051
Assembly,31.12109402920884,68.03189173682648,1669,393,Day,26.992094901273592,547.9710208478787,190.91937348475008
Assembly,40.46947608850072,63.72134695245394,485,211,Night,19.33545452461096,229.91261274639396,106.31008864291532
Molding,29.22229714355292,57.04557597395476,4957,486,Day,23.395539911125447,974.2233839802041,265.8551486597696
Molding,46.40630540658971,82.22233201008521,3021,155,Evening,26.073892500349363,261.9419848176691,166.03230472043262
Molding,39.74840826089686,69.53260945397977,2385,345,Night,16.916510855065766,662.2327254215816,310.894155031376
Assembly,48.473816181073374,79.7190297725883,3073,241,Day,29.550518277061744,288.5802011653829,188.69884976715846
Molding,30.493676449631167,40.7278473623381,3990,421,Day,32.16150538760135,927.3067428209449,195.12027893279182
Molding,55.25839028451794,81.0291806601876,1366,187,Day,26.18723038542729,449.4098302222341,341.1045032196838
Packaging,42.82570189193158,62.30696756702043,314,331,Night,22.966117867154445,269.27709615637866,117.6106252100388
Molding,42.60788566029393,32.36375549792109,3926,92,Evening,17.5775628157837,198.2410348430391,45.84432795928686
Molding,43.41669440362163,46.414408779754936,3094,282,Evening,22.590828275079968,448.0815888303449,150.83511476408526
Molding,16.063196861107713,31.802947421840457,1937,477,Evening,28.005000098405215,825.8873674690487,70.96619111907556
Packaging,48.00898422373729,61.981216539373065,3723,376,Day,29.683574295314482,309.45845964607616,156.30820382446038
Molding,17.132931047795708,52.811583238855974,2891,161,Day,28.452779309640896,293.00467603803014,40.18341075313442
Assembly,32.52933234974029,99.1214691939276,244,490,Day,6.650206331220975,570.6473704582043,306.7821555588157
Assembly,23.20283201796618,90.79528818698043,2632,420,Night,19.74081284934567,454.2996474038559,162.89723335676507
Assembly,27.194079131594073,87.79696022402045,936,481,Evening,28.01813877542779,590.1216593642624,229.24657831732236
Assembly,34.40732043347268,65.07815843218718,4700,384,Night,18.498193910103552,512.0610549493117,188.19063136937908
Packaging,46.354055115292866,86.49612495455368,3768,111,Day,21.772557259918482,131.38150197350973,85.30727558322387
Molding,33.963221931470464,48.680875322392865,1445,415,Night,20.932248016908726,1016.5453370142537,277.92200001579425
Molding,59.41101865470917,69.24546274925675,1881,286,Day,17.193216757103475,649.3920650072697,443.1537170768581
Molding,40.45497913687199,57.5042642923587,4090,494,Day,28.380720004252172,1015.5456226706017,394.0023955426706
Molding,19.70658924682437,41.99393380659108,4658,244,Evening,28.17330483328162,545.6826083133224,70.93207559891843
Molding,21.120446151900108,35.08294019578828,2298,350,Evening,24.745083934239933,821.2899542364879,93.59049725117605
Molding,46.373329708284054,69.07528680801303,3306,238,Night,32.384228340323524,433.9746974098648,233.11393770726983
Assembly,12.01591176973527,36.83473944161443,3086,267,Day,27.788047339584885,289.0303202089339,19.886001087184493
Assembly,29.213663048889075,80.26021676801876,1313,248,Night,25.7997773931044,271.45349395991167,109.35239812349292
Molding,19.114517270568797,94.5027935108309,3205,435,Evening,25.358529346102834,735.7409288634974,217.2116162239192
Packaging,27.3287454071138,41.347427679809265,3529,251,Night,29.324026518816943,265.78840794719656,50.43752032804015
Molding,47.99603625944254,62.96570049571598,468,399,Evening,27.319323530550584,950.1620183388656,484.1538070545449
Molding,34.023020555588836,81.71422151418776,271,96,Day,21.81839011995443,207.8505103370648,90.58482757673984
Assembly,16.538044359237077,50.07877627231188,3241,304,Day,27.22599121163603,313.1647645518172,50.26779510966242
Molding,24.092417777118833,94.45351637430561,819,372,Evening,30.247681481010513,648.5155264957295,239.4614716986351
Molding,29.641900255304755,92.19258912089376,2586,279,Day,32.361323692043584,461.8308762286752,217.24597751072503
Assembly,12.782447339456589,37.26280490107746,4878,334,Night,36.97699842512064,429.93390561961013,40.68929637378273
Packaging,33.37350544324487,31.91798400722881,4306,240,Night,31.902814215898527,282.21511004630656,55.10350936673318
Packaging,34.301351651122005,98.35209380855812,3427,74,Night,19.03463921290019,82.52691487471387,49.89828897985634
Molding,14.983292502363238,96.95325173397917,1545,159,Night,27.003685009854312,240.71834920584027,59.42996806807852
Packaging,26.09245284696648,59.559992312617425,255,309,Evening,30.307319384417806,266.80967653853816,73.4650359823055
Packaging,26.560027315388997,33.53943268741807,3356,480,Night,17.088130073948467,485.97159819208537,80.48518273581954
Assembly,23.352782742104047,73.32128869222196,4908,118,Evening,26.109066822161523,133.3756996383575,35.8302109668922
Packaging,32.30958961324447,50.538707517205935,3773,112,Day,22.78040745304267,97.12369354606103,22.700045204236943
Assembly,23.838299602404472,95.57060908303879,1981,311,Day,21.866899032740125,397.4084302687045,150.41825882440867
Molding,31.98764541493469,85.62633475380125,1626,388,Day,27.159544361104615,969.5097915380002,440.47436299119425
Assembly,41.900941897664225,75.47156488934104,3496,67,Day,20.24778329546363,67.09653287865534,36.78887121365314
Assembly,16.484374217208057,49.915269325946994,4130,421,Night,21.184163725202474,609.4868933846611,81.5881303777184
Assembly,34.76458781213684,79.08880056092022,3548,407,Night,22.202778442949977,579.0872017062613,272.0165002613849
Assembly,30.22377606763382,50.24177867314428,1917,85,Night,18.914075654449444,125.02154897224482,26.31066328295686
Packaging,22.202865499173964,32.63416889063132,602,381,Night,22.308736467338456,447.6358908215282,55.451820488744765
Packaging,39.10138625961643,65.59042113341918,1998,137,Day,32.345411197098166,153.2891090976746,70.35445396465771
Packaging,32.04753438164592,64.20791813520836,556,234,Day,19.75712394428033,257.3759979156153,85.8169688127359
Packaging,29.094461078427813,83.41041811183634,2554,207,Evening,25.483880222516007,248.29682158025312,98.57169706128994
Packaging,36.706772590848004,90.59717176481112,4887,297,Day,24.420443516046628,297.6216411762127,163.17447653004433
Molding,50.509934783105315,54.81279420859835,1708,447,Night,33.803119934162154,738.3002594597654,340.3808851908289
Molding,58.688101921611654,61.46311071425696,3629,344,Evening,29.066104979558332,745.6695968634696,456.173963480001
Assembly,35.17401473505494,62.92802937511697,1065,435,Night,24.724077185064953,579.701192263619,218.29302684229359
Packaging,44.977599416015316,52.69568590606656,356,427,Day,32.83621510964551,454.06624063180226,182.5234937435049
Assembly,10.043661640918277,82.03708465376332,1257,339,Evening,21.809919556849312,457.4731256458135,71.031192412493
Packaging,31.209427709035648,66.54708296444096,1051,107,Evening,32.892389144910645,115.76379951889166,30.58981049745996
Molding,22.303082340969507,93.9769042072048,1871,422,Day,31.847678292147222,685.0111644774361,234.6866484223916
Molding,16.521237939990584,75.52175403269102,4582,261,Day,26.225310281902445,650.8221163858136,138.89529175765384
Packaging,31.278840682575684,44.83275912257807,720,405,Evening,21.923364298770913,381.7225057442271,87.01611594636641
Molding,47.847672295156514,41.536605412292545,4621,421,Day,31.558456228113798,1047.343748262191,343.6940894417216
Molding,31.789081078770227,56.06690365414045,3308,264,Evening,28.854055336000126,644.2899084901042,202.3394099758723
Molding,44.16515756853287,54.284857817988126,948,468,Evening,28.80243318264454,1150.2228732426247,452.5721470882458
Molding,35.506524184365595,58.499227740375716,3742,339,Evening,26.776574859589463,670.8018341140718,231.80748101657042
Packaging,27.48343463837704,42.85137492131095,4489,430,Day,23.32214287927971,460.6259675724467,89.85775486155232
Molding,25.93231874092131,98.47558690185426,3213,407,Night,28.13534871664701,615.5285602992449,260.4908465329146
Assembly,25.30374058004018,40.19968410081102,1883,185,Day,20.737616883374002,201.5008948151473,36.621483055861376
Molding,28.790190278132535,75.68541419570246,881,348,Day,21.317410450097377,757.0303193019437,271.37204469174947
Packaging,35.84748736059526,30.914846454521285,4065,368,Day,32.53087316993412,391.32658211857307,70.04453225182543
Molding,17.568888541398696,58.48727268233092,388,304,Night,37.91588633683663,728.1201795639929,121.58986576118554
Assembly,13.70545474751224,51.64283793665254,2039,420,Day,24.000434162824096,556.8393206621321,63.72526131897617
Packaging,36.40051976833841,56.7417246417593,2726,239,Day,30.747091057586204,236.97118998338144,80.02145213525131
Molding,38.22230735418627,64.86541413411796,3511,399,Evening,26.80869764374259,843.9808977115332,347.3586661541695
Packaging,27.208003869706303,72.02625010670224,422,160,Night,24.407128281035853,144.56272280702112,48.72036520776272
Assembly,16.097715376316142,70.845794135601,2473,325,Night,23.808481312808727,429.13025253922615,78.55443061378614
Assembly,26.44108447477246,74.14995690847792,2880,229,Day,32.36613684279479,312.7143322643234,102.94011162765368
Molding,49.90712463936055,89.11833777876534,2882,133,Evening,23.626231559615935,229.1432353769612,163.28063595069096
Packaging,45.58484943157028,92.0702008930256,4362,133,Day,22.255630749398904,122.11206479096796,95.71204397989104
Packaging,38.10306279856881,81.60752103925583,3540,351,Night,30.794591239043783,368.87349262047957,188.0665120579319
Molding,14.875784442282278,35.52595700470828,4280,392,Night,32.90578310618906,922.8754684950326,89.96265368317046
Molding,44.179669276853694,97.29046740569541,4310,437,Day,29.014918418583925,1006.0336251064506,728.4600785601644
Packaging,19.639423581851783,96.31786604429324,3983,111,Evening,16.593601655891735,114.8307220626577,37.08560163555559
Assembly,22.610049721056203,79.81926561817477,964,432,Evening,24.052251192814108,433.53818218774506,126.42473346759073
Packaging,17.83492831839938,66.22073499813467,4653,187,Night,32.089289237228954,153.02924792449082,40.51214590675977
Assembly,41.03023162480818,47.54328508351246,471,473,Night,26.063187580327355,708.7242362917466,232.37887899578965
Packaging,35.94408490549116,82.94457976492131,4454,182,Night,17.475554419563757,166.12137351117173,84.78272257968419
Molding,41.36808262076068,91.45021251014023,2097,401,Day,28.446585535328214,874.755832292605,550.4526404762041
Molding,44.06268526412525,76.56313206229565,2963,195,Evening,23.403949132206666,367.56409298694837,208.76223659632294
Assembly,19.470890456156134,74.03508430032394,4420,366,Day,19.827209309736425,398.93402168310814,93.3882463712111
Packaging,27.785776573014466,43.51032931994103,4029,490,Night,17.97540914000141,401.3299745900048,74.67196780285637
Molding,42.396178634351486,55.04575660259327,2631,368,Night,25.989277467647913,761.0155824421835,296.79962402261924
Assembly,35.463761104732015,80.61953554227586,3455,138,Evening,28.4652407024987,182.7903938380117,90.32391674496137
Assembly,41.67407451020522,31.182911719585636,4543,304,Evening,19.991423702512208,395.67004481412664,88.52757918804384
Assembly,21.484158667524422,74.88849940322203,4894,258,Night,14.642462951314176,295.28952565991443,75.89872272167798
Packaging,40.813444867872896,83.66692107071736,1497,310,Night,30.601906492844616,315.9162617455535,181.521601416725
Packaging,27.60737922467743,53.429314038954715,512,404,Day,31.603120386949275,332.4272343619104,87.48124543242493
Molding,44.16828921882887,35.33174384405523,1541,300,Evening,20.660054020370605,522.1318854171105,140.3361633418557
Packaging,28.228775202611473,87.3383565218799,2980,70,Evening,23.444661656621644,65.6848898476518,31.164830888128556
Packaging,47.94440679163773,39.92857806395159,4477,149,Day,33.98296447535222,158.72541721909755,48.541116327978
Packaging,17.17209058966578,55.956077417884146,1366,324,Day,20.825183863462396,330.94844073666314,46.237751280847625
Assembly,37.00020354329428,79.50778735474461,4858,200,Day,27.77170676122583,293.55555524618853,136.26821385074123
Packaging,33.061400030726354,87.18901913560035,4394,374,Day,23.31122718557964,375.5299820291472,176.24002839240796
Molding,20.29108996549174,90.3667342941961,2937,210,Day,19.46544448095476,517.0412665143766,163.74499132526114
Molding,15.16830411896006,67.12920341277808,1554,437,Night,21.98909635152291,787.1076241148729,128.39561809112877
Packaging,41.96577555886655,63.31101875191059,4422,288,Night,17.584195482685427,302.03056043260176,138.3064339051865
Molding,19.55766401502073,89.38220939126208,1106,84,Day,22.745377695021855,176.798646040385,48.54854561106455
Molding,20.952320773717247,69.41539665332297,1319,364,Day,20.675206640275114,845.8672160747595,206.51350219793673
Packaging,49.13736895956157,70.50555098906618,4928,91,Evening,24.52382068745066,105.28807788831729,66.33507442003358
Packaging,38.69043405906523,60.37813575956605,3016,176,Evening,33.131776004097304,155.4725662182401,66.92496277120442
Molding,24.02336839685868,56.09697803447277,327,267,Day,22.867958949540306,545.2098256837015,117.6063822258545
Packaging,33.63795840606405,63.63786001028804,2485,406,Night,22.364426147838834,417.71712561213525,148.97849530805672
Assembly,31.364473536100533,55.53932455872891,4805,135,Day,19.69633903598508,174.30630195468902,46.806364693678056
Assembly,43.7789307005539,54.0482514978467,1650,252,Day,31.12510105995681,319.7468878656662,127.70364376774397
Packaging,39.17282991330497,99.55650394055257,3157,98,Evening,24.85696906134713,97.72809204138925,71.91239438597034
Assembly,43.26884501972743,53.534944585029365,2017,346,Day,33.15140057920244,464.29993285987194,175.96794286300982
Molding,22.152316222913395,47.946862327286695,213,382,Day,22.74320868934886,589.1164738876624,101.21286211971126
Molding,42.73052180961625,54.77468628898386,2251,255,Night,27.12956152044236,599.3033252527123,229.38639657607808
Assembly,11.609634336735212,71.35469384452742,527,154,Day,18.439374592154465,162.74033345280068,16.66340045325607
Assembly,12.757624491168805,93.76933406362156,4698,98,Night,26.63086041648573,135.51722103866786,25.365171929227365
Packaging,38.54108130818389,85.15049751384328,3478,120,Day,32.00259516435378,131.29947992633657,67.44856722245919
Packaging,10.976804105757253,88.9568797352991,1316,133,Night,26.167945638894896,138.8449849794529,28.573487919096042
Assembly,33.19060035602037,90.13060274787003,2044,223,Night,22.59842096537182,330.02405885950265,161.73655955882674
Packaging,43.6162039377812,94.43698775128071,1056,369,Evening,15.580940121788194,304.2811675794227,213.82201086484798
Molding,30.237206804065373,46.454986303621595,244,483,Night,27.713801610120857,1145.4828502274977,266.7299142421899
Molding,14.152340968315814,62.08562217262049,708,301,Evening,31.180351937432064,500.42277364293864,76.35545304807525
Packaging,38.55389798514907,56.963836660351255,2205,476,Night,24.90451512364192,539.9515081566235,198.04925274608755
Molding,56.62494971827924,56.73138962294503,4873,204,Day,21.150957436741585,404.89927136489314,219.63683537386854
Molding,46.42422681879686,75.65985561915294,4318,339,Night,17.765120151457463,781.4340180390453,455.05102091855906
Assembly,33.13788972011101,58.12621422224204,2382,263,Night,25.083319963032594,388.4808234803398,130.6552230602973
Assembly,19.2011531951624,73.14312141420426,2638,240,Night,26.043629576701935,348.99043008081185,89.4999668031179
Packaging,10.61502496177988,56.759555460946544,2053,407,Night,22.46501894851972,434.7236935584222,50.90886477123173
Molding,45.34426120699455,51.77897279070961,1926,150,Day,28.029181008476407,279.7233712467441,100.1167015703624
Molding,23.08925644052606,54.71540249102266,4127,244,Day,26.108725774895824,373.3153169546109,88.73127613015855
Molding,53.19180850475316,86.26299392096318,2442,204,Day,26.864343212841824,410.8602690230979,311.5162357200093
Assembly,28.654564753304452,72.07357253602237,599,56,Day,30.918643481264944,63.55048740479939,13.79489047991834
Molding,37.4705079538779,98.17984131116302,2833,172,Day,21.144641967050447,410.23889895341483,242.36679893429658
Assembly,40.15746177065466,88.28593584658128,4539,328,Evening,23.489850058292788,474.1599777302439,275.0123765090668
Packaging,41.17722431213373,64.00464258338289,4977,499,Night,29.15408662720671,526.1816395843877,224.2582239981274
Packaging,35.70603332322273,46.96634345658531,146,176,Night,23.97161456323866,154.20940629306318,39.97860412970478
Molding,57.04472713981166,77.17363780186017,4809,265,Night,31.217406942544752,550.5872767627818,405.27001971910863
Assembly,49.291937452816775,80.8652219118355,4980,435,Night,20.711441508198426,604.3081791298025,397.70364981044355
Assembly,47.875417774984676,62.49231858543713,1287,291,Day,30.11778953918698,291.5210950851629,139.0596313299696
Packaging,42.96716741375774,46.09454926874835,4365,213,Evening,28.679258982507143,198.03385058569955,62.8996807248633
Packaging,38.22500880977006,69.00668225042855,693,363,Night,26.8666536356417,371.4340850777022,169.0024128887226
Molding,43.83964117832004,47.76804766516126,1770,60,Evening,32.611639283259166,109.30211216955587,39.852091068329415
Packaging,14.150007076821357,95.79988223413064,2970,312,Evening,24.44342293859257,372.01221326896086,85.90640012033582
Molding,25.0312486473174,74.02189736236036,611,371,Day,30.806646047537168,735.5221440495199,221.4397417244835
Molding,12.273034729410096,50.43516731684504,1243,415,Day,25.945442128943387,901.495882984589,99.58400380394227
Molding,18.59567377123161,45.10114818341672,2176,336,Day,30.588337293260317,653.7443098673579,95.0689592779802
Assembly,27.569179086767534,80.17062983695845,3110,95,Night,28.433080017411342,124.3234217170854,42.57872684390284
Assembly,15.861462031562933,79.5455296169227,2309,375,Night,26.139483830604398,470.6122962870514,105.04118580303839
Molding,55.27984390448438,71.79925620560024,3845,303,Night,21.972905721477886,586.0102206820924,393.0779064955356
Assembly,42.22796741341128,73.0010717625455,3138,278,Evening,22.395497850592825,360.6409436760647,183.45629119440017
Molding,15.437371780296875,72.27083019779361,658,358,Day,27.13285893045848,641.2784537353386,113.47076780192508
Assembly,19.95654861869064,55.207241276736205,1859,398,Evening,32.38221214579737,584.1952672252594,101.3442993736132
Molding,51.31545046135242,95.61900870052314,3805,117,Night,24.358906013257496,177.87190069204914,142.12533180100047
Molding,50.54621407487392,63.54949249840424,3325,95,Night,27.06003245931819,217.23565537904128,116.88624031378508
Assembly,47.81802200471155,31.42295301019129,1504,342,Day,25.09363908967994,413.04476253431864,108.86066501797198
Molding,59.88229255763329,54.385293967182776,2797,381,Day,29.84186778242766,634.9604306802357,346.12111348424884
Assembly,49.050802529644876,39.11978050533197,1916,204,Night,24.156778496576486,297.5137857393167,96.00483891995354
Molding,31.686623314629188,55.436865373351836,3403,330,Evening,25.529918459073915,534.4208452187221,152.77297102923245
Assembly,20.01313775208129,72.5783739525013,2260,61,Day,20.592971552980632,89.13369212895503,14.977166327019326
Molding,48.403689140499,31.586513216534687,4030,237,Day,27.187695061715473,387.42550065658793,108.46732750182862
Assembly,21.970915709761233,90.91403718595079,750,66,Night,20.284947198409903,72.72035591936618,28.149287563359728
Packaging,42.25601440525319,72.72163829277228,4597,483,Night,33.57166261180427,549.7679941952022,281.275404440723
Molding,37.62982705910037,50.67603133812963,3435,177,Day,21.866132727298535,434.3252533401504,134.79665215697514
Assembly,41.75709100939815,51.78436217469971,3954,400,Day,24.584280578182018,478.8869118623281,176.6556590951644
Molding,25.242234226416503,62.59677235613056,1712,168,Day,13.994912239223822,255.72145548950147,68.30370104214074
Assembly,30.321092622152833,47.36642642012554,4167,58,Evening,22.291689917296274,66.5430322624761,14.639739667820923
Molding,39.07314209290473,30.303934943266235,4576,260,Evening,22.74054066679711,431.7198600124658,79.5939012980626
Assembly,47.72432270880528,31.859021372548423,2225,167,Day,29.98544149761114,230.37379158155264,56.07827272971783
Assembly,20.66390307321669,55.04184703804139,2130,78,Day,21.35893709190296,90.34166753517604,9.538907272854097
Packaging,47.46752957139579,38.69551736260258,3387,166,Evening,26.060751681228012,191.82411992707483,62.84424288309002
Assembly,42.19435661862863,31.56545722529573,4826,433,Day,32.148277090942244,512.3618321000362,116.6303602655041
Assembly,39.23576216346781,90.14884890243883,2376,458,Day,27.50981177350289,672.6332412439953,390.27274705361
Assembly,41.474810767405,49.18961195499972,3986,448,Night,22.456934766147434,505.2619533965179,168.09278295385639
Packaging,34.21700183520228,65.21858040167609,4099,442,Evening,31.486876237002466,371.1890847542972,137.31307938307017
Packaging,19.763200418499434,42.55863589341362,3853,190,Day,14.085936958547167,160.3588739772267,28.874982199015854
Molding,21.09575850431293,33.27074805706336,1219,352,Evening,27.525896778281563,624.0977335259926,74.63392427433689
Packaging,44.65365743401562,82.1406409642007,2632,477,Day,30.847797833732162,412.4568765699947,252.2173994258222
Assembly,39.00557610383333,38.746979825274835,776,283,Evening,20.07546596878584,328.92278994538384,86.0797680549524
Packaging,18.528171310437962,31.800183168256105,3154,180,Night,13.0990677027153,202.72749455475852,13.5785511507548
Packaging,34.603734634976064,71.10612297843869,1363,427,Evening,19.849201031499106,460.3360680266786,189.98781747318662
Molding,33.48223110788275,30.942730069501472,4094,451,Day,24.020182772174184,694.31683182993,125.38521447185576
Packaging,16.346206798523756,60.540016136722514,3444,443,Day,20.690566333343188,452.5509033498411,84.77634484618547
Molding,37.52914124914388,50.21852339344713,3217,213,Day,27.311213925323663,500.84078188370546,155.75802147261476
Molding,25.512916438388025,52.3592589456427,2738,429,Day,20.05943326302046,811.9540499835814,180.2624002756997
Molding,16.619717959563435,30.272933017982083,3160,234,Day,23.946694453004138,533.2342919184366,46.78574944638242
